Club,Player,Month,Year,Miles
ger,abera101,Feb,76,806.75
glk,pplin102,Dec,72,1181.25
der,gframe102,Jan,86,541
swe,jstro101,Apr,95,2287
faq,mpete103,May,85,855.25
gth,mpete101,Jul,98,712
ger,jstro101,Mar,95,685.33
sdd,jstro102,Dec,86,2174
kjh,jstro102,Sep,09,1452.5
gbn,mjone101,Dec,72,655.75
gbn,mharr101,Apr,89,893.25
dew,lgime103,Nov,84,3918
ger,kline103,Nov,64,1264.67
faq,hdaerr101,May,93,1367
fgn,juooli101,May,07,506.75
dew,mharr102,Sep,10,1023
der,mjone102,Jul,06,1880.5
gda,lgime101,Oct,87,959
der,mjone103,Jul,92,2144
daw,mjone101,Jan,18,737.25
NULL,lsamme104,Jun,05,3462
ddf,pharv103,Mar,16,3939
swe,jstro102,Mar,85,4148
frt,mharr101,Feb,90,1183
ger,jstro104,Aug,86,1087.33
saz,pharv101,Jan,67,1197.33
glk,mharr101,Mar,06,1271
sdd,jstro101,Apr,18,1444.67
saz,mjone101,Dec,86,2231
dar,pplin102,May,12,684.33
dbe,mjone103,May,78,1542
hgg,jstro104,Oct,07,1288.67
der,lgime103,Nov,98,3145
ger,mjone101,Sep,65,2085.5
ddf,jline104,Dec,69,1384
dbe,lgime101,Jan,75,3388
dew,kline102,Jul,02,593
fed,mpete101,Nov,91,2060.5
gbn,pharv102,Oct,94,1207
sad,mjone101,Dec,13,1258
dew,mharr101,Mar,68,1049
dar,pharm101,Aug,79,3461
ger,pterv104,Jan,64,1394
swe,jstro102,Oct,73,1683.5
NULL,hdaerr101,Apr,80,1611
kjh,gframe102,Mar,75,596
faq,juooli101,Feb,67,1263
NULL,jline104,Jul,17,3137
faq,mjone103,Mar,85,595
daw,mjone103,Oct,06,2408
kjh,lsamme104,Nov,07,3458
swe,mharr101,Feb,07,603.75
glk,mharr103,Aug,02,1351
daw,dfab103,Mar,96,808.5
frt,jline104,Apr,80,1550.67
hgg,mjone101,Dec,98,1664.33
dbe,pharv101,Nov,86,4228
dar,jstro104,May,90,1993
ddf,pharv103,Mar,16,1129
gbn,ljone104,Dec,96,1605.33
dbe,lgime102,Apr,81,4821
daw,mpete103,Feb,04,1576.67
hgg,mharr102,May,06,1647.33
daw,NULL,Nov,76,2340
glk,hdaerr101,Dec,00,3488
fgn,juooli101,Oct,76,1166.5
saz,lsamme104,Jun,12,2203
sad,mjone101,May,06,2093
saz,mpete101,Dec,12,2016
ger,jline104,Feb,84,1024
dew,mjone102,Jul,69,2227
daw,mjone102,Jul,83,916.25
dbe,ljone104,Feb,91,647.5
gth,pharv101,Aug,15,1188
dar,jstro101,Nov,68,3201
faq,juooli101,Nov,80,728.33
frt,mjone101,Aug,66,757.33
sad,mjone102,Nov,93,671.25
faq,lgime101,May,02,1294
NULL,juooli101,Sep,76,2918
NULL,mharr102,Feb,18,966
sad,ljone104,Oct,08,2556
frt,jline104,Apr,67,1222
faq,kline102,Apr,09,4898
gvv,dfab103,Oct,71,2231
gbn,jstro102,Dec,09,1175
sdd,NULL,Sep,05,1317.5
fgn,mpete101,Aug,67,1078
gth,jstro104,Jun,08,1095
der,jstro104,Oct,92,3735
sad,pterv104,Jun,66,715.75
dar,hdaerr101,Jun,84,1846.5
fgn,pharv101,Jun,73,687.75
kjh,pplin102,May,69,2892
gbn,jstro101,Nov,91,1430.33
kjh,jline104,Aug,18,1077
daw,dfab103,Feb,09,1488.5
dew,abera101,May,76,1104
dbe,jstro104,Aug,96,1380.67
fgn,jstro102,Jan,98,2457
ger,gframe102,Sep,75,1012
ger,kline102,Nov,70,806
NULL,pplin102,Aug,97,2498
swe,kline101,Nov,97,587.5
kjh,mharr102,Apr,73,964.5
sad,jstro102,Jul,94,1048.5
der,pharv102,Jul,01,4860
gbn,jline104,Nov,00,930.75
fgn,mjone102,May,80,670.75
sad,NULL,Mar,79,929.25
gbn,mpete101,May,07,647.5
ddf,dfab103,Sep,75,1608
gda,lgime101,Jul,74,3044
daw,hyera102,May,14,1437
gth,mpete102,Sep,67,4661
gda,jstro101,Oct,70,535.75
dar,pharv101,Oct,02,3963
gvv,mjone102,Dec,17,1036.25
gda,mjone101,Jan,75,2333
frt,mjone101,Jul,09,1173
swe,mharr102,Jan,99,1056.5
ddf,mpede104,Apr,74,2841
gvv,NULL,Nov,98,1134
daw,mharr102,Jan,99,550.25
fed,mpete103,Oct,71,1110.25
NULL,juooli101,Nov,78,4990
gth,dfab103,Jul,82,1107.5
swe,jstro102,Jan,10,1783
sad,kline101,Nov,78,1305
der,mharr103,Nov,86,1130
der,mjone102,Mar,64,946.33
fed,pharv102,Jun,94,1595.5
gda,lgime103,Sep,00,950
fed,pplin102,Oct,67,805.67
sad,pharm101,Oct,94,1908.5
dbe,mpete103,Nov,87,1493
faq,NULL,Apr,66,558.5
swe,lgime101,Dec,05,1396
dbe,lgime102,Aug,88,4737
dew,mharr102,May,76,3679
frt,mjone101,Apr,69,992.75
faq,lgime103,Mar,86,1531
sdd,kline103,Mar,12,1237.75
fed,juooli101,Feb,15,2169
saz,mjone101,Apr,01,861.75
der,NULL,Dec,18,754.25
sdd,NULL,Dec,97,689
NULL,NULL,Sep,99,2414.5
dar,kline101,Apr,90,815
ddf,jline104,Dec,67,1099.67
hgg,mjone103,Jul,78,2467.5
dbe,jstro104,Nov,80,1759.5
dar,lsamme104,May,05,1044
gbn,kline101,May,74,2484.5
ger,pterv104,Mar,70,2109.5
faq,juooli101,Jan,69,2192.5
dar,dfab103,Apr,96,4802
frt,kline102,Jan,99,1042.5
NULL,jstro104,Jul,11,1739
dew,lgime103,Dec,99,2397
der,mpete103,Nov,66,1241
daw,lgime101,May,74,787
faq,pharm101,Jan,75,1065
sad,kline102,Sep,12,598
glk,mpete102,Oct,78,4105
dbe,mpete102,Jul,85,1104.5
kjh,pharv101,Nov,86,1008
der,mharr103,May,02,1976.5
kjh,mpete102,Jan,83,672.5
ddf,NULL,Feb,88,900.67
gbn,NULL,Feb,94,934
kjh,gframe102,Nov,70,4669
ddf,jstro104,Feb,03,1663.5
der,hyera102,Dec,02,2082
sad,lgime103,Aug,70,965.67
faq,abera101,Oct,15,3200
der,mpete101,Nov,71,2691
ddf,lgime101,Feb,89,2272.5
NULL,mjone101,Jan,69,1142.5
fed,NULL,Mar,09,840
sad,lgime102,Aug,69,1201.75
daw,pharv102,Jul,86,2270
dar,mpete102,Jun,65,2169.5
fed,mpete103,Sep,13,3756
ger,jline104,Dec,73,1109.5
daw,jstro102,Apr,99,683.5
hgg,mpete103,Jul,81,2182
fgn,lgime102,Sep,79,1405.67
frt,dfab103,Apr,05,699.5
frt,lsamme104,Dec,14,2523
sdd,kline102,Jul,98,676.25
sdd,abera101,Apr,69,2928
ddf,mpete102,Jun,08,3985
faq,pharv103,Aug,72,2477.5
kjh,lsamme104,Oct,08,1456
saz,mharr101,Apr,86,2310.5
swe,lgime102,Jun,78,696.33
ger,pharv102,Jul,74,616
NULL,dfab103,Oct,81,683
faq,jstro102,Apr,86,3232
frt,hdaerr101,Oct,03,3252
swe,pterv104,May,89,3948
saz,gframe102,May,00,1335.5
kjh,NULL,Nov,10,1024.25
fed,jstro102,Nov,75,762.75
fgn,dfab103,Jan,68,3489
fgn,mpete103,Feb,78,4301
gth,pharv102,Feb,12,1625.67
saz,lgime102,Feb,10,637.75
ger,kline101,Dec,78,2313
faq,jline104,Aug,96,3117
kjh,mpede104,Jul,15,1052.67
fgn,abera101,Aug,08,3172
fed,jstro104,Aug,69,538.5
frt,pterv104,Mar,81,1912
saz,mjone101,Nov,04,646.5
sad,mpede104,Sep,81,2173
sad,jstro102,Mar,69,2168
NULL,jstro104,Mar,05,2010
dar,jstro102,Sep,10,2002.5
swe,ljone104,Jul,76,2106.5
faq,kline101,Nov,10,1618.67
sdd,pharm101,Dec,05,1202.25
dbe,juooli101,Feb,12,645.5
gda,mpete103,Aug,69,981
NULL,pplin102,Nov,72,4696
faq,mjone101,Oct,95,723.5
daw,kline101,Mar,11,892
daw,jstro102,Jan,84,1214.25
glk,pharv103,May,00,4767
hgg,hyera102,Dec,91,4545
ger,ljone104,Jul,80,540.5
ddf,pplin102,Dec,90,4479
frt,mharr102,Apr,67,1492
gvv,lsamme104,Apr,19,2837
gvv,dfab103,May,74,3970
gth,gframe102,Nov,79,1430.67
gbn,jstro104,Jul,77,4585
ger,kline103,Aug,11,1661
NULL,jline104,Feb,16,793
fgn,kline101,Jan,96,1655.33
gda,jstro104,Jun,79,1760
dbe,kline101,May,03,1438.33
kjh,abera101,Dec,71,1499.67
ger,hdaerr101,Sep,67,752.25
kjh,jstro102,Jun,64,1486
kjh,mharr102,Sep,08,4686
dbe,lsamme104,May,71,2224.5
dbe,pharv102,May,69,1067.5
sdd,jstro101,Dec,81,3996
gbn,pterv104,Jun,89,2975
ger,mpete102,Jan,81,1446.5
dbe,gframe102,Jan,70,672.5
gbn,lsamme104,Oct,71,1633.33
sad,mharr103,Aug,77,1034
dar,pharv101,Oct,08,654.75
glk,lgime101,Nov,01,1010
frt,pharv102,Oct,85,1295.67
dar,pharv103,Jun,09,1086.33
faq,lgime103,Oct,16,1485.33
frt,jstro104,Jul,99,4343
gbn,lsamme104,Feb,75,844
hgg,mpete103,Sep,18,2132.5
dar,jline104,Aug,69,3046
frt,mpede104,Feb,06,2303.5
fgn,jstro104,Jan,87,4828
saz,mharr102,Mar,14,950.67
gth,pharv101,Oct,74,726.75
sdd,mharr101,Aug,18,885
gbn,mjone102,Jul,88,930.75
dew,gframe102,Sep,71,750.33
gvv,mjone101,Sep,00,2252
ger,jstro101,Jun,97,2505
saz,kline101,Dec,93,1056.67
gbn,kline102,Jun,80,1227.33
swe,hyera102,Dec,13,1154.25
gbn,mharr103,Jul,67,2825
hgg,hdaerr101,Sep,85,1396
daw,jstro101,Mar,75,2059.5
ger,mharr102,Jun,64,898.33
dew,jstro102,Jan,94,1623.67
ger,pharv102,Sep,73,2426
kjh,jstro102,Apr,11,2134
dar,jstro104,Oct,70,817
dew,NULL,Jun,95,1767
faq,jstro101,May,90,2578
sad,mpete101,Oct,64,709.25
daw,kline103,Sep,69,1169.5
glk,mjone101,Aug,02,1321
glk,NULL,Jan,15,2042
fgn,hdaerr101,Sep,16,1133.75
frt,juooli101,Aug,71,1340.67
ger,pharv102,Apr,93,1166.33
ger,kline103,Mar,88,2284.5
sdd,jstro102,Jan,09,1459.67
dar,mjone103,Aug,86,2193
faq,mpete103,Mar,07,2142.5
der,pplin102,Jan,88,644.5
faq,hyera102,May,65,3830
frt,mpede104,Jul,69,678
kjh,pterv104,Jun,17,3045
dar,jstro104,Mar,00,821.25
dbe,lgime101,Jan,13,1188.25
frt,pharv102,Jan,68,834.33
gda,pterv104,May,64,979.25
ddf,mpete102,Mar,95,558.25
ger,jstro104,May,97,2155.5
kjh,pharv102,Feb,11,1966
ddf,jline104,Mar,15,1827
gbn,jstro101,Jun,06,2270
fgn,pterv104,Sep,72,2004
dew,NULL,Jan,73,4048
daw,mpete103,Sep,15,2414.5
sad,dfab103,Aug,78,838
fgn,abera101,Apr,08,4168
kjh,hdaerr101,Feb,16,754.75
der,gframe102,Oct,01,4270
ddf,kline101,Oct,75,1153.25
dew,jstro104,Apr,69,2141.5
ddf,kline102,May,05,1012.25
dar,mjone101,Feb,09,1614.33
ddf,pharv101,Jan,78,1103
swe,pterv104,Feb,06,3324
gvv,lgime101,Nov,72,1144.5
fed,mpede104,Aug,74,1231.75
kjh,mpede104,Sep,04,1144.67
dar,jstro102,Jun,74,1260.33
sad,jstro102,Jul,84,833.25
glk,abera101,Sep,17,2294.5
saz,pharv102,Nov,77,2610
gvv,mpete103,Apr,74,1628
swe,mjone101,Feb,88,2281
saz,jstro102,Jun,99,820.33
gvv,mjone102,May,85,516
frt,kline102,Apr,18,4590
ger,gframe102,Jan,12,1213
gbn,kline102,Oct,84,2128
ger,lgime102,Jul,73,1147.75
swe,kline102,Sep,79,757.75
sdd,pharm101,Mar,96,986.67
gda,NULL,May,78,2046.5
gbn,jstro104,Aug,70,1199.25
ddf,jstro104,Jan,98,1610
dbe,gframe102,Mar,94,1672
dbe,pharv102,Jan,67,752.25
ger,hyera102,Oct,67,2469
NULL,abera101,Sep,07,2233
sad,pharm101,Jul,89,1191.33
der,pharv103,Jan,77,843
fgn,pharv102,Oct,69,983.25
dew,lgime102,May,88,886.33
sdd,kline102,May,98,1247.75
dbe,jstro102,Jun,82,1720
fgn,lgime101,Jun,73,1465
gvv,kline102,Feb,09,1437.67
kjh,jstro102,Oct,84,1002
gda,mjone102,Oct,17,4364
fed,jstro104,Apr,01,1396
glk,mpete103,Oct,17,2133
swe,jline104,Oct,01,1103.5
saz,NULL,Nov,98,960.67
glk,lsamme104,Sep,04,4392
daw,lgime101,Jan,89,909.75
frt,lgime101,Jun,70,3731
dbe,jstro102,Dec,93,2435
fed,ljone104,Feb,94,4855
gvv,jstro101,Dec,93,2095.5
sad,mpede104,Nov,07,1192.67
fed,jstro104,Sep,83,1452.33
sdd,gframe102,Jun,19,2462
ddf,mjone103,Apr,65,1105.75
glk,pharm101,Mar,79,1173.33
gth,jstro101,Nov,92,1413.67
ger,pterv104,Jan,06,2073
kjh,mharr101,Dec,68,1086.67
der,mjone101,Jul,13,4335
der,kline102,Nov,65,1398
der,mharr103,Nov,79,695.5
NULL,ljone104,Apr,01,2026
dar,pharm101,Nov,96,848.67
saz,mpete103,Oct,06,1022
gda,pplin102,May,77,1899
sdd,NULL,May,00,2137
faq,hyera102,Apr,17,1573.67
saz,hdaerr101,Aug,69,921
gvv,kline102,Jun,75,691
glk,lgime102,Nov,02,1337.5
gbn,pharv102,Apr,78,1826.5
glk,ljone104,Apr,87,1232.75
gda,dfab103,Mar,02,4694
dar,hdaerr101,Aug,01,4504
hgg,hyera102,Dec,93,2209.5
gda,abera101,Aug,65,4453
dar,NULL,Aug,87,1083
ddf,jstro102,Apr,86,1485
frt,kline102,Aug,97,1869
sad,ljone104,Jan,12,1258
fed,mjone103,Feb,66,966.5
faq,abera101,Jun,02,2354
gda,pharv103,Apr,15,1140
swe,ljone104,Jan,88,2488.5
sad,lsamme104,Oct,87,1223
dew,lgime101,Feb,84,2075
daw,abera101,Jun,01,795
saz,dfab103,Mar,91,509.25
daw,kline102,Apr,85,1357.5
saz,pterv104,Aug,98,1161
gvv,mjone101,Sep,66,787.33
fgn,dfab103,Jun,16,2400.5
faq,kline102,Aug,90,1262.5
faq,pharv102,Jul,19,1097.67
glk,jstro101,Jan,64,706.75
swe,pharv102,Jan,93,2325.5
dbe,mjone101,Nov,85,893.67
frt,ljone104,Dec,89,813.25
saz,lgime101,Feb,05,4197
gda,jstro101,Jun,02,2487
gda,hdaerr101,Feb,76,3966
fed,ljone104,Mar,91,4524
kjh,jstro102,Jun,75,1194
kjh,kline103,Feb,99,2629
NULL,pharv102,Jun,18,794.5
glk,jstro102,Apr,16,1289
dar,mpede104,Mar,76,1663.67
dew,kline103,Sep,85,714
saz,pharv101,Feb,92,997
gth,dfab103,Mar,05,563.5
dar,mharr102,Aug,89,1263
hgg,jstro104,Dec,13,854.67
daw,pterv104,Jan,99,1442
sad,kline102,Apr,99,3816
daw,mharr102,May,19,1533
gvv,mjone101,Mar,05,1612.67
kjh,mharr103,Nov,66,1808.5
dbe,pterv104,Oct,18,2173
faq,kline102,Mar,04,1181
dew,hdaerr101,Mar,12,2993
gvv,mharr103,Mar,15,3214
fed,mjone101,Feb,18,4891
gbn,jstro104,May,11,1191.33
der,lgime102,Jul,02,1792.5
frt,mpete102,Jan,97,1165
sad,ljone104,Dec,85,757.5
dew,mpete103,Nov,92,1546.67
gth,juooli101,Sep,87,1344.33
saz,lsamme104,Mar,88,1248
gth,hdaerr101,Jun,74,2663
gbn,jline104,Dec,76,3380
sad,mpete103,Jan,89,503.75
hgg,mpete102,Jan,98,589.75
NULL,jstro102,Nov,01,652.75
gvv,mharr102,Jul,12,1729
gda,pplin102,Jun,84,809
gth,mharr102,Apr,81,4988
dar,jstro104,Jul,19,685
ddf,pharv102,Jun,10,773.5
ger,mjone103,Apr,02,830.75
der,mjone101,Jan,69,3164
gvv,mharr103,Aug,16,1218.67
gth,lgime103,Jul,80,1908.5
faq,jstro101,Mar,89,3007
gvv,mharr101,Jun,95,546.25
dar,kline101,Apr,65,560.25
fgn,mharr101,Nov,88,2421
sdd,mpete103,Mar,13,1648
gda,mpede104,Apr,64,1614.5
gvv,jstro101,Jan,07,3489
gbn,mjone101,Feb,00,1493.5
gda,kline101,Jun,01,1847
fed,abera101,Feb,68,1148
ddf,kline102,Dec,76,4493
swe,lsamme104,Aug,04,4352
kjh,hdaerr101,Apr,03,791.25
sad,mpete103,Jun,78,921.25
fed,pharm101,Aug,78,1544.5
daw,kline102,Jan,94,4575
fed,NULL,May,79,1512.5
sad,lsamme104,Aug,83,998
sad,pharv102,Mar,98,861
gbn,mharr103,May,09,1659
frt,pharm101,Apr,99,1454.5
gbn,jstro102,Aug,70,725.5
gvv,hyera102,Dec,78,1439
gbn,mpete102,Aug,12,1594.67
swe,jstro102,Aug,15,3634
dar,mpete103,Aug,96,3310
sdd,mjone102,Dec,02,1164
gbn,mpete101,Oct,85,4069
gda,NULL,Apr,16,1524.67
dbe,jstro102,Dec,77,3609
gbn,mpede104,Dec,92,964.67
der,pterv104,Feb,09,1319
faq,NULL,Aug,76,628.5
dar,lsamme104,Sep,85,522.25
ddf,jstro101,Dec,04,4590
fed,juooli101,Jun,10,1709.5
dbe,NULL,Sep,08,927.25
ger,NULL,Jul,83,1575
ger,pharm101,May,71,1337.67
saz,jstro104,Jul,09,2153.5
frt,jstro102,Sep,67,1260.5
glk,gframe102,Dec,68,1498.67
NULL,mjone103,Aug,87,1393
gda,pharv103,Jun,00,1164
frt,dfab103,Apr,68,1276.33
gth,mharr101,Jul,06,2015.5
sdd,lgime103,Nov,84,1222.75
ddf,mharr102,Jun,83,3075
hgg,lgime101,Apr,93,4755
glk,NULL,May,09,1371.33
dew,jstro102,May,08,1177
faq,dfab103,Feb,16,1561
kjh,mharr103,Sep,02,2655
daw,lgime102,Jan,72,1205
hgg,mjone101,Aug,80,4825
gth,mpete102,Sep,65,1184
ddf,jstro104,Sep,17,952.75
kjh,lsamme104,Jan,83,2621
ger,pterv104,Oct,83,2178
gbn,mjone102,Jun,73,1409.5
daw,lgime101,Oct,96,1365.67
gbn,gframe102,Jan,75,1764.5
NULL,mpete103,Apr,13,4709
fgn,kline101,Feb,15,2680
dbe,pharv103,Oct,79,2548
gbn,lgime103,Jul,93,1641.5
dar,jstro102,Oct,80,871.5
frt,kline102,Dec,86,2056
daw,mharr101,Jan,89,3234
gth,mharr101,Jul,65,2185
dar,pharv102,Jan,77,894
faq,dfab103,Jul,72,701
saz,lgime101,Feb,99,589.25
gda,mpede104,Oct,18,859
sdd,lgime102,May,82,2304
daw,lgime103,Apr,77,878.5
gvv,pplin102,Aug,12,2081
daw,jstro104,Nov,74,2466
gbn,mpete102,Mar,68,4709
NULL,lgime102,Apr,76,2994
ger,dfab103,Dec,86,1283.5
dew,mpete103,Nov,04,3720
frt,abera101,Oct,09,1130.67
swe,ljone104,Feb,82,1168
hgg,pharv101,Jan,10,2613
glk,jstro102,Oct,98,867.67
swe,kline102,Nov,98,1138
gth,pharv103,Nov,06,653.75
ger,jstro102,Jul,65,1712.5
sdd,jstro102,Aug,98,4400
gth,mjone102,Sep,85,1398.5
gvv,kline101,Apr,08,4918
NULL,pterv104,Oct,86,4098
frt,mharr101,Dec,17,947.75
frt,jstro101,Feb,09,592.75
faq,pharv101,Jul,97,3200
hgg,lgime103,Jun,85,3046
kjh,mjone101,Dec,81,1147.33
NULL,pplin102,May,96,1314
NULL,NULL,Jun,06,4157
gth,gframe102,Nov,65,800.75
gth,lgime102,Apr,92,954
saz,dfab103,Nov,12,2243
glk,jstro101,Apr,95,2245
daw,dfab103,Jan,92,877.75
daw,pharv102,Feb,65,508.25
fgn,mharr101,Jun,04,3484
NULL,jstro104,Aug,82,3590
sdd,pharm101,Apr,04,1544.67
sad,mharr101,Oct,82,902.75
daw,pharv102,Aug,18,1207.5
fed,pharv102,Dec,92,1531.33
dbe,mjone101,Jul,94,1311.5
faq,mharr103,May,18,1455
hgg,jstro102,May,09,857.75
glk,mharr101,Oct,02,2555
fgn,kline102,May,10,1017.75
gda,jstro104,Feb,81,892.25
hgg,mjone101,Jan,64,1218.5
faq,pplin102,Aug,72,896
kjh,mpete103,Sep,76,1003.67
fed,pplin102,Jun,15,896.25
gth,mharr102,Feb,65,1404.33
fgn,abera101,Jan,93,1275
swe,NULL,Nov,77,4761
faq,mjone102,Dec,11,2931
gda,pplin102,Aug,88,849.33
saz,pharv103,Mar,97,1844.5
swe,juooli101,Aug,75,1318.33
dew,jstro102,Nov,87,1191.5
ger,jstro102,Sep,64,3763
frt,dfab103,Dec,72,901
NULL,mpete102,Dec,11,840.67
dbe,mpete103,Sep,64,2226
fgn,jstro102,May,04,3801
sad,lgime103,Sep,64,2703
glk,pharm101,Jun,68,2648
daw,ljone104,May,76,1800.5
sad,gframe102,Nov,13,1167
dbe,pharv103,Nov,19,1944.5
gth,mjone103,Nov,15,691
swe,gframe102,Sep,70,779.75
gth,jstro102,Dec,85,3206
fed,kline103,May,05,4062
dew,jstro104,Sep,99,1572.67
hgg,mharr103,Oct,95,1661.67
kjh,pharv102,Jun,97,3757
ddf,pplin102,Nov,65,834
fed,jstro104,Oct,79,1187
gvv,jstro101,Sep,16,1820
hgg,mjone101,Jul,92,1253.33
ger,pharv102,Oct,82,1123.75
gda,dfab103,Aug,67,893
hgg,mharr102,Nov,83,4230
dar,mjone102,Jul,09,659.25
sad,gframe102,Feb,14,1423
gda,kline103,May,83,863.5
gth,pharv101,Apr,18,1215
fed,pplin102,Mar,08,3652
kjh,jstro102,May,85,2784
saz,mpede104,May,90,1177.5
NULL,lgime102,Aug,76,684
dew,jstro104,Jul,18,1040.67
kjh,lsamme104,May,76,1993.5
hgg,lgime102,Oct,11,505.25
NULL,mharr101,Feb,84,1194.67
dar,mjone101,Jul,65,907.33
ddf,jstro102,Mar,14,1097.75
kjh,NULL,Oct,16,1419.5
frt,mharr102,Mar,74,855.33
glk,hyera102,Mar,91,890.25
ddf,hyera102,Apr,78,1406.5
gvv,mpete103,Jul,05,1288.5
dew,hdaerr101,Feb,02,2003.5
fgn,jstro102,Feb,15,2432
gth,mjone101,May,15,1237
hgg,pplin102,Feb,08,1660
gbn,jstro104,Sep,79,899.33
gvv,gframe102,Oct,78,4415
fed,mharr102,Jan,97,2639
faq,mjone101,Mar,69,4576
daw,pharv101,Oct,97,3202
gvv,jstro102,Feb,17,952.25
ddf,mjone102,Mar,67,1225
swe,kline103,Sep,81,1111.33
dew,kline101,Jul,05,656.25
gth,jstro102,Feb,17,3010
kjh,juooli101,Jan,65,948.67
dar,jstro104,Sep,12,1137
hgg,pharv103,May,95,3177
saz,kline103,Jan,04,1599
gbn,lsamme104,Feb,67,2047
fed,jstro101,Dec,65,586.75
sdd,jstro104,Oct,83,1089.33
gda,kline103,Nov,80,1061.67
daw,jstro102,Sep,14,967.67
dew,jstro101,Oct,84,1772.5
gth,pharm101,Jul,70,1115.75
saz,pharm101,Oct,94,1350.33
faq,jstro101,Feb,76,823.75
frt,kline103,Jul,96,1447
ger,pharm101,Apr,05,3876
ger,pplin102,Jan,78,2999
gbn,mpete101,Jun,09,2149
frt,NULL,Apr,84,2262.5
gth,jstro102,Aug,97,1102.5
sdd,pplin102,Jun,86,833
NULL,lgime102,Jun,95,1011.33
dew,mpede104,Dec,03,1853.5
fed,mharr102,May,96,3601
dar,mjone101,Jun,83,2298.5
gbn,jstro104,May,71,1512
saz,jstro101,Mar,15,1097.33
gda,NULL,Aug,74,4837
gvv,lgime102,Mar,03,1972
daw,mpete102,Feb,86,2604
dar,mpete103,Mar,99,1631.33
gda,hdaerr101,Apr,91,797.67
ger,juooli101,Jan,66,4196
NULL,kline103,May,72,2389
gda,lgime101,Oct,73,2184
fgn,pharv102,Nov,11,1187
fed,pharv102,Sep,95,505.25
gvv,hyera102,Mar,83,1118.5
dar,jstro102,May,97,779
faq,pplin102,Apr,00,1234
daw,jstro104,Jun,15,1448.5
sad,NULL,Mar,11,1165
ger,mjone102,Mar,99,1476.67
fgn,mharr102,Apr,87,879.75
ger,mjone103,Apr,96,1208
ddf,pharv103,Nov,12,2989
NULL,jstro102,Nov,17,1735.5
fgn,mjone101,Apr,73,1628.67
faq,lgime103,Dec,70,2700
dar,jstro102,Feb,81,726.33
saz,gframe102,Nov,99,2479.5
ger,mpete103,Jun,66,593.5
sdd,mjone101,Feb,18,1390
glk,mjone101,Nov,00,3124
saz,mharr101,Oct,87,1826.5
faq,pterv104,Apr,19,2159
gda,pharv101,Sep,70,2313.5
sdd,mharr102,May,97,2764
kjh,kline101,Nov,08,905.25
fgn,jstro101,May,65,502
fgn,pharv103,Oct,65,3714
dbe,mharr102,Nov,66,3612
dar,ljone104,Apr,77,600
gda,lgime102,Apr,18,1959
gbn,hdaerr101,Jan,85,2660
NULL,mharr101,May,73,4109
daw,pplin102,May,13,955.75
NULL,lgime101,Sep,97,1293.33
sdd,juooli101,Feb,14,1460.33
swe,mharr103,Aug,65,940.67
swe,mharr103,Jan,77,2233.5
fed,pplin102,Jan,73,4778
fgn,mharr101,Mar,13,1339.5
swe,jstro104,Sep,83,1505
hgg,hdaerr101,Aug,87,921.75
ddf,lgime103,Apr,01,930
gvv,jstro101,Apr,87,1439
gbn,pharv102,Sep,11,753.67
gda,mjone103,Aug,91,2182.5
der,mjone101,Oct,84,1170.25
faq,hyera102,Mar,84,4469
gvv,lgime103,Dec,00,3850
frt,NULL,Aug,64,875
glk,pharv102,Nov,12,528.5
gbn,NULL,Mar,16,1047
gvv,juooli101,Jul,72,1051
daw,jstro102,Aug,12,1260.5
fed,kline103,Apr,64,3934
gth,mjone103,Sep,14,1286
fgn,jstro101,Jun,76,4119
der,mpete102,Mar,03,851.75
fgn,pharv102,Jul,73,729.5
dbe,hdaerr101,Jul,78,2375
fed,pharv101,Sep,16,2064.5
gvv,jstro104,Sep,96,1810.5
dar,pterv104,Aug,97,796
gda,lgime103,Feb,72,2868
NULL,hdaerr101,Jan,81,4856
ddf,lgime102,Oct,71,1149
daw,NULL,Apr,99,1297.67
dar,mpete102,Oct,13,1358.5
dar,pharv101,Jun,95,4600
der,jstro104,Sep,13,971.5
kjh,NULL,May,11,3473
ddf,mharr102,Jan,88,725
ddf,mjone102,Jun,70,1155.5
daw,hyera102,Dec,04,1041.75
sad,juooli101,Dec,99,1237.67
sad,mjone103,Nov,15,2530
saz,pplin102,Nov,11,955
frt,mharr101,Sep,12,907.67
NULL,juooli101,Dec,15,1579.5
fgn,pharm101,Jan,09,1315.67
ger,hyera102,Sep,13,1066.33
fed,jstro102,Jan,74,985.25
kjh,lgime102,Dec,00,1626.67
fed,hdaerr101,Feb,93,1178.75
swe,lgime103,Jul,76,1139.5
dar,jstro104,Feb,80,1639.5
faq,mharr101,Feb,10,1097
daw,abera101,Dec,70,1109
sdd,mjone101,Apr,77,774.67
ddf,jstro102,Jan,83,1622
gth,mjone102,Mar,89,1070.75
gda,lsamme104,Apr,67,691.67
sad,juooli101,Aug,73,1095
sad,jstro104,Apr,16,1108.25
dbe,pplin102,Aug,02,4783
frt,mpede104,Mar,78,2032.5
gbn,kline101,Apr,78,759.75
saz,pharv102,Jun,68,1963.5
gbn,mjone103,Jun,92,3174
sdd,pharv101,Sep,95,835.75
ddf,abera101,Dec,67,2912
gth,dfab103,Oct,68,776.67
gda,gframe102,Feb,89,1704.5
sad,hyera102,May,81,1170
gda,dfab103,Feb,88,1110.33
saz,jstro104,Jun,02,1132
